,index,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
83656,83656,47204545,Private Bedroom with Exposed Brick in Chinatown!,453527343,verified,,Manhattan,Chinatown,40.71587,-73.9989,United States,US,True,strict,Private room,2010.0,$191 ,$38 ,2.0,1.0
83657,83657,47205097,"SOHO / GREENWICH VILLAGE
Prime location- 1 Bedroom",20331151273,verified,,Manhattan,Greenwich Village,40.72801,-74.00105,United States,US,True,flexible,Entire home/apt,2019.0,$92 ,$18 ,80.0,18.0
83658,83658,47205649,Closest to Home,27148142788,unconfirmed,,Brooklyn,Bedford-Stuyvesant,40.67865,-73.9126,United States,US,False,moderate,Entire home/apt,2022.0,$833 ,$167 ,2.0,115.0
83659,83659,47206202,Bright Lower East Side Studio,13049159103,unconfirmed,,Manhattan,Lower East Side,40.71808,-73.99147,United States,US,False,flexible,Entire home/apt,2007.0,$222 ,$44 ,2.0,2.0
83660,83660,47206754,"Private and Cozy Studio  Pelham Gardens - Bx, NY.",32521449904,unconfirmed,Mariana,Bronx,Pelham Gardens,40.86506,-73.84295,United States,US,False,strict,Entire home/apt,2015.0,$80 ,$16 ,2.0,37.0
83661,83661,47207306,Comfortable and lovely furnished studio apartment,42435349847,unconfirmed,Bridge,Manhattan,Upper East Side,40.76139,-73.96222,United States,US,False,flexible,Entire home/apt,2012.0,$961 ,$192 ,30.0,4.0
83662,83662,47207859,Sunny Room in Queens,26590981495,verified,Jie,Queens,Flushing,40.76604,-73.79442,United States,US,True,moderate,Private room,2017.0,$583 ,$117 ,1.0,34.0
83663,83663,47208411,"Bright, spacious room in Williamsburg",62863618668,verified,Tori,Brooklyn,Williamsburg,40.71111,-73.94792,United States,US,True,strict,Private room,2018.0,$415 ,$83 ,2.0,2.0
83664,83664,47208963,"Large, Charming & Sunny 2 Bedroom in Brooklyn!",43529736402,verified,Chris,Brooklyn,Crown Heights,40.67701,-73.96249,United States,US,False,moderate,Entire home/apt,2017.0,$768 ,$154 ,2.0,53.0
83665,83665,47209516,Luxury Apartment Central Park - Hell’s Kitchen,54031850546,verified,Kadu,Manhattan,Hell's Kitchen,40.76842,-73.99109,United States,US,False,flexible,Entire home/apt,2009.0,$389 ,$78 ,1.0,46.0
83666,83666,47210068,Soho | Greenwich Village 1 Bedroom,97403858446,verified,Dawn,Manhattan,SoHo,40.72653,-74.00054,United States,US,False,flexible,Entire home/apt,2021.0,$222 ,$44 ,3.0,79.0
83667,83667,47210620,Urban Sanctuary in Sunset Park,69238646926,unconfirmed,Heather,Brooklyn,Sunset Park,40.64651,-74.01749,United States,US,False,strict,Entire home/apt,2020.0,$995 ,$199 ,3.0,0.0
83668,83668,47211172,Trendy & Bright Dumbo 1 Bed,39738811431,verified,Joe,Brooklyn,Downtown Brooklyn,40.69772,-73.98365,United States,US,False,strict,Entire home/apt,2006.0,"$1,023 ",$205 ,2.0,18.0
83669,83669,47211725,Charming two bedroom apartment in Downtown Soho,16424749798,verified,Amy,Manhattan,Greenwich Village,40.72838,-73.99897,United States,US,True,flexible,Entire home/apt,2004.0,$656 ,$131 ,4.0,1.0
83670,83670,47212277,Beautiful Brooklyn Brownstone in Boerum Hill,53089243433,unconfirmed,Anne,Brooklyn,Boerum Hill,40.68701,-73.98842,United States,US,False,flexible,Entire home/apt,2017.0,$940 ,$188 ,2.0,91.0
83671,83671,47212829,"Private room in Times Square, HEART of the city!",36219338263,verified,Erica,Manhattan,Hell's Kitchen,40.75906,-73.98898,United States,US,True,strict,Private room,2005.0,$404 ,$81 ,2.0,0.0
83672,83672,47213382,Fabulous 1 bedroom in midtown Manhattan,71360616906,verified,Stanley,Manhattan,Murray Hill,40.74848,-73.97564,United States,US,True,strict,Private room,2005.0,$178 ,$36 ,30.0,0.0
83673,83673,47213934,Splendid 1 bedroom suite in midtown Manhattan,40555160643,verified,Stanley,Manhattan,Murray Hill,40.74896,-73.9762,United States,US,False,flexible,Entire home/apt,2014.0,$861 ,$172 ,30.0,1.0
83674,83674,47214486,Great Studio!,52941805959,verified,Keziah,Manhattan,Harlem,40.81631,-73.93933,United States,US,True,moderate,Entire home/apt,2020.0,$595 ,$119 ,3.0,39.0
83675,83675,47215039,Sunny 1 bedroom suite in midtown Manhattan,61813894775,unconfirmed,Stanley,Manhattan,Murray Hill,40.74877,-73.97565,United States,US,False,strict,Entire home/apt,2015.0,$194 ,$39 ,30.0,1.0
83676,83676,47215591,Comfortable studio suite in midtown Manhattan,18431321543,verified,Stanley,Manhattan,Murray Hill,40.74829,-73.97554,United States,US,False,flexible,Entire home/apt,2006.0,$67 ,$13 ,30.0,3.0
83677,83677,47216143,West Village 1 Bedroom with a view,46265245473,verified,Jordan,Manhattan,West Village,40.73223,-74.00489,United States,US,False,strict,Entire home/apt,2005.0,$135 ,$27 ,4.0,1.0
83678,83678,47216695,Near LGA cozy room.,81018840950,unconfirmed,James &,Queens,East Elmhurst,40.77063,-73.87543,United States,US,True,flexible,Private room,2017.0,$807 ,$161 ,1.0,222.0
83679,83679,47217248,Cozy Blue Room,38301953169,verified,Lane,Queens,Ridgewood,40.69385,-73.90296,United States,US,False,moderate,Private room,2018.0,$372 ,$74 ,1.0,50.0
83680,83680,47217800,"Williamsburg - Private Bathroom, Steps To Subway",64308774786,unconfirmed,Ben,Brooklyn,Williamsburg,40.71566,-73.94486,United States,US,False,moderate,Private room,2020.0,$95 ,$19 ,3.0,1.0
83681,83681,47218352,♕ Downtown Manhattan I Private Bedroom♕,25008435542,verified,Edhar,Manhattan,Chinatown,40.71363,-73.9909,United States,US,False,strict,Private room,2011.0,$420 ,$84 ,1.0,58.0
83682,83682,47218905,Private Bedroom in Great Brooklyn Apartment,19255440413,verified,Tommy,Brooklyn,Crown Heights,40.67359,-73.95812,United States,US,False,flexible,Private room,2013.0,$930 ,$186 ,3.0,9.0
83683,83683,47219457,Sunny guest apt w eat-in kitchen near prospect prk,21015371956,unconfirmed,Zach,Brooklyn,Windsor Terrace,40.65853,-73.98301,United States,US,True,flexible,Entire home/apt,2010.0,"$1,086 ",$217 ,2.0,54.0
83684,83684,47220009,"Cozy, tranquil bedroom steps from Central Park A",97903934612,unconfirmed,Rachel,Manhattan,Upper West Side,40.78489,-73.97345,United States,US,False,flexible,Private room,2021.0,$663 ,$133 ,20.0,7.0
83685,83685,47220562,Opulent Orange Oasis! (Brooklyn),2075104536,verified,Jaye,Brooklyn,Bushwick,40.68949,-73.90987,United States,US,True,strict,Private room,2017.0,$605 ,$121 ,1.0,66.0
83686,83686,47221114,Beautiful Bright Studio in Williamsburg,89974664689,unconfirmed,Elise,Brooklyn,Williamsburg,40.71328,-73.9633,United States,US,False,strict,Entire home/apt,2010.0,$956 ,$191 ,30.0,8.0
83687,83687,47221666,Private Large Bedroom in Trendy Williamsburg Loft,57579788168,unconfirmed,Sam,Brooklyn,Williamsburg,40.71727,-73.95597,United States,US,True,moderate,Private room,2010.0,$563 ,$113 ,4.0,36.0
83688,83688,47222218,Cute bedroom in the heart of Williamsburg,3287852673,verified,Sarah,Brooklyn,Williamsburg,40.71171,-73.95158,United States,US,False,flexible,Private room,2009.0,$92 ,$18 ,7.0,0.0
83689,83689,47222771,Prime Upper West Side Bedroom,23568359887,unconfirmed,Liz,Manhattan,Upper West Side,40.77895,-73.98332,United States,US,False,strict,Private room,2008.0,$792 ,$158 ,1.0,43.0
83690,83690,47223323,Convenient 2 BR in Downtown Flushing Chinatown,53833940767,verified,Alan,Queens,Flushing,40.75951,-73.82189,United States,US,False,moderate,Entire home/apt,2020.0,$195 ,$39 ,30.0,5.0
83691,83691,47223875,Cherry Hill,87133966837,unconfirmed,Jeremiah,Bronx,Mott Haven,40.80762,-73.92454,United States,US,False,moderate,Entire home/apt,2004.0,$642 ,$128 ,2.0,100.0
83692,83692,47224428,Private Brownstone Bedroom!!!,60790613089,verified,Giovanni,Brooklyn,Bedford-Stuyvesant,40.68563,-73.93863,United States,US,False,moderate,Private room,2010.0,$326 ,$65 ,2.0,23.0
83693,83693,47224980,Nice  spotless room attached PRIVATE FULL BATHROOM,15519498876,unconfirmed,Jimmy &Cindy,Queens,Flushing,40.75898,-73.81448,United States,US,True,flexible,Private room,2017.0,"$1,189 ",$238 ,3.0,67.0
83694,83694,47225532,Smart 3BR in Trendy Astoria - 8 min to N/W Subway,71176819932,verified,Russell,Queens,Astoria,40.7726,-73.92298,United States,US,False,flexible,Entire home/apt,2014.0,"$1,023 ",$205 ,4.0,41.0
83695,83695,47226085,Easy Stay in Williamsburg Brooklyn,85130084599,unconfirmed,Mimi,Brooklyn,Williamsburg,40.70822,-73.95921,United States,US,True,flexible,Entire home/apt,2019.0,$765 ,$153 ,30.0,5.0
83696,83696,47226637,Entire Home / Apt in Williamsburg + Rooftop,82725084767,verified,Kevin,Brooklyn,Williamsburg,40.71195,-73.95872,United States,US,False,strict,Entire home/apt,2019.0,$191 ,$38 ,3.0,40.0
83697,83697,47227189,"Studio on UWS, three blocks from the Central Park",997290188,verified,Anthony,Manhattan,Upper West Side,40.78607,-73.97717,United States,US,False,strict,Entire home/apt,2008.0,$938 ,$188 ,5.0,27.0
83698,83698,47227741,Cozy Master Bedroom 5 minutes from JFK,43397725721,verified,John And Colleen,Queens,Springfield Gardens,40.6651,-73.76614,United States,US,False,strict,Private room,2015.0,"$1,130 ",$226 ,1.0,19.0
83699,83699,47228294,Beautiful 1 bed right off express train in Harlem!,53009158467,unconfirmed,Cameron,Manhattan,Harlem,40.8258,-73.94405,United States,US,True,strict,Entire home/apt,2008.0,$711 ,$142 ,3.0,15.0
83700,83700,47228846,East Village Apartment,43441121557,verified,Zsofia,Manhattan,East Village,40.72615,-73.99072,United States,US,False,moderate,Entire home/apt,2015.0,$490 ,$98 ,4.0,14.0
83701,83701,47229398,ANGUS.3.20min to Manhattan,26761009614,unconfirmed,Michael,Brooklyn,Bedford-Stuyvesant,40.68191,-73.92064,United States,US,True,moderate,Private room,2010.0,"$1,146 ",$229 ,3.0,86.0
83702,83702,47229951,Clinton Hill room with a view,10806558330,verified,Nikki,Brooklyn,Bedford-Stuyvesant,40.68242,-73.95754,United States,US,True,flexible,Private room,2022.0,"$1,086 ",$217 ,3.0,18.0
83703,83703,47230503,♛ Fabulous Bedroom |★★★★★| ♛,86697563848,verified,Edhar,Manhattan,Chinatown,40.71396,-73.99151,United States,US,False,flexible,Private room,2009.0,$679 ,$136 ,1.0,55.0
83704,83704,47231055,"Cozzy Room on Bedford, 20 minutes to Manhattan",97248846799,verified,Maxim,Brooklyn,Bedford-Stuyvesant,40.68988,-73.95396,United States,US,False,moderate,Private room,2003.0,$602 ,$120 ,1.0,0.0
83705,83705,47231608,"Positive Vibes, Bushwick Living - Entire Apartment",84316414711,unconfirmed,Laurel,Brooklyn,Bushwick,40.69883,-73.91583,United States,US,True,strict,Entire home/apt,2021.0,$85 ,$17 ,2.0,1.0
83706,83706,47232160,Full Apartment / 1 Bedroom ( Lower Level),12232988734,verified,Juan,Queens,Richmond Hill,40.69474,-73.82284,United States,US,False,strict,Entire home/apt,2011.0,$949 ,$190 ,2.0,33.0
83707,83707,47232712,Royalty room,87571013299,verified,Kaila,Bronx,Kingsbridge,40.86924,-73.90651,United States,US,False,moderate,Private room,2012.0,$515 ,$103 ,30.0,4.0
83708,83708,47233264,Bright 1 bd apartment next to west villiage,40978662794,verified,Amanda Haowei,Manhattan,Chelsea,40.74083,-74.00349,United States,US,False,strict,Entire home/apt,2016.0,$953 ,$191 ,5.0,0.0
83709,83709,47233817,Huge two bedroom apt n Bayridge!!!,32387830661,unconfirmed,Qais,Brooklyn,Bay Ridge,40.62398,-74.02786,United States,US,True,strict,Private room,2019.0,"$1,088 ",$218 ,1.0,0.0
83710,83710,47234369,king size Room available now in BayRidge,57552757717,verified,Qais,Brooklyn,Bay Ridge,40.62569,-74.02654,United States,US,True,moderate,Private room,2022.0,$72 ,$14 ,1.0,3.0
83711,83711,47234921,Fresh and cozy male room on Manhattan III,97120941024,verified,Max,Manhattan,Lower East Side,40.7111,-73.98865,United States,US,False,strict,Shared room,2007.0,$893 ,$179 ,14.0,4.0
83712,83712,47235474,Private Room w/ Queen Bed & Twin Bed,3293242756,verified,Dominique,Bronx,Parkchester,40.83408,-73.87419,United States,US,False,moderate,Private room,2011.0,$911 ,$182 ,3.0,27.0
83713,83713,47236026,Bedstuy treasure,25050379907,unconfirmed,Jose,Brooklyn,Bedford-Stuyvesant,40.68444,-73.95156,United States,US,False,moderate,Private room,2003.0,$485 ,$97 ,3.0,1.0
83714,83714,47236578,Hamilton Beach House,62062491768,unconfirmed,Victor,Queens,Howard Beach,40.65059,-73.82896,United States,US,False,flexible,Entire home/apt,2012.0,"$1,186 ",$237 ,1.0,42.0
83715,83715,47237131,"Modern, Bright, Private Bklyn Room w/ 2 Beds",47207237619,verified,Christopher,Brooklyn,Fort Greene,40.69211,-73.98102,United States,US,False,flexible,Private room,2015.0,$578 ,$116 ,3.0,60.0
83716,83716,47237683,"HUGE, well-lit apartment, great Brooklyn location",96159370629,verified,Anna,Brooklyn,Crown Heights,40.66505,-73.95998,United States,US,False,moderate,Entire home/apt,2010.0,$68 ,$14 ,2.0,1.0
83717,83717,47238235,2BED 2 BATH / HIGH FLOOR/ BALCONY/ COLUMBUS CIRCLE,25433152748,unconfirmed,Emily,Manhattan,Upper West Side,40.77538,-73.98814,United States,US,True,flexible,Entire home/apt,2006.0,$124 ,$25 ,30.0,7.0
83718,83718,47238787,Clean Comfortable Apartment near the Subway!,44173568965,unconfirmed,Dominic,Brooklyn,Greenpoint,40.73222,-73.95395,United States,US,False,moderate,Entire home/apt,2008.0,"$1,163 ",$233 ,3.0,0.0
83719,83719,47239340,Modern Bedroom in the Heart of Williamsburg,15749178551,unconfirmed,Scott,Brooklyn,Williamsburg,40.71054,-73.94691,United States,US,True,moderate,Private room,2008.0,$452 ,$90 ,2.0,0.0
83720,83720,47239892,"Cozy, charming and clean bedroom in Manhattan.",90122077705,verified,Bel And Camila,Manhattan,East Harlem,40.79803,-73.93648,United States,US,True,moderate,Private room,2012.0,$133 ,$27 ,1.0,35.0
83721,83721,47240444,Cozy bedroom in Bed-stuy town house,18688893736,verified,Margaux,Brooklyn,Bedford-Stuyvesant,40.68454,-73.94829,United States,US,False,moderate,Private room,2019.0,"$1,033 ",$207 ,4.0,0.0
83722,83722,47240997,Massive Luxury 1BR Condo in Astoria / LIC,59737162052,unconfirmed,Chris,Queens,Ditmars Steinway,40.76982,-73.90254,United States,US,True,strict,Entire home/apt,2003.0,$550 ,$110 ,2.0,18.0
83723,83723,47241549,Lavish 2 BR minutes from Central Park!,84005026882,verified,Ivan,Manhattan,Upper West Side,40.78631,-73.97752,United States,US,False,flexible,Entire home/apt,2007.0,$371 ,$74 ,2.0,27.0
83724,83724,47242101,Huge room in beautiful Brooklyn apartment,20685508653,verified,Josh,Brooklyn,Clinton Hill,40.68729,-73.96785,United States,US,False,flexible,Private room,2005.0,"$1,011 ",$202 ,14.0,0.0
83725,83725,47242654,Beautiful Manhattan Apt with Private Garden!,5351814616,verified,Dominique,Manhattan,Upper East Side,40.7766,-73.94862,United States,US,True,strict,Entire home/apt,2008.0,"$1,149 ",$230 ,30.0,17.0
83726,83726,47243206,Urban Oasis in Heart of Brooklyn,97731917184,unconfirmed,Gerard,Brooklyn,Bushwick,40.68765,-73.90821,United States,US,False,strict,Private room,2018.0,$530 ,$106 ,1.0,11.0
83727,83727,47243758,"Spacious, Beautiful, 1 or 2 BR in Cobble Hill",32609347641,unconfirmed,Jack,Brooklyn,Columbia St,40.68787,-74.00037,United States,US,False,flexible,Entire home/apt,2022.0,"$1,053 ",$211 ,15.0,5.0
83728,83728,47244310,Yinka's Guest house,31370251714,verified,Clover,Brooklyn,East Flatbush,40.66197,-73.92587,United States,US,False,moderate,Entire home/apt,2012.0,"$1,190 ",$238 ,3.0,14.0
83729,83729,47244863,Tidy Cozy Room  separate entrance  paid parking,69152028434,unconfirmed,Jimmy &Cindy,Queens,Flushing,40.7557,-73.81237,United States,US,False,flexible,Private room,2010.0,$878 ,$176 ,2.0,43.0
83730,83730,47245415,Sunny room in a spacious Williamsburg apt,8196121985,verified,Chris,Brooklyn,Williamsburg,40.71655,-73.94162,United States,US,True,flexible,Private room,2011.0,$683 ,$137 ,1.0,28.0
83731,83731,47245967,East Side Private Bedroom,63100799609,verified,Gane,Manhattan,Kips Bay,40.74274,-73.97918,United States,US,True,strict,Private room,2016.0,$887 ,$177 ,1.0,160.0
83732,83732,47246520,Cozy and Unique Warehouse Apartment,48294054420,verified,,Brooklyn,Crown Heights,40.67834,-73.94899,United States,US,False,strict,Entire home/apt,2018.0,$285 ,$57 ,3.0,8.0
83733,83733,47247072,Amazing room in spacious 2BR apt in Greenpoint!,21649504117,unconfirmed,,Brooklyn,Greenpoint,40.72109,-73.94679,United States,US,False,flexible,Private room,2018.0,"$1,054 ",$211 ,3.0,1.0
83734,83734,47247624,2BED 2BATH PRIVATE BALCONY / COLUMBUS CIRCLE,63463595279,unconfirmed,,Manhattan,Upper West Side,40.77576,-73.98883,United States,US,True,strict,Entire home/apt,2017.0,$671 ,$134 ,30.0,4.0
83735,83735,47248177,"Brand new, comfortable, refined, our first!全新,商务最佳",82867568236,unconfirmed,,Queens,Flushing,40.76407,-73.82518,United States,US,False,flexible,Entire home/apt,2007.0,"$1,163 ",$233 ,1.0,24.0
83736,83736,47248729,Private bedroom hideaway in East Village gem,58639728680,unconfirmed,Erin,Manhattan,East Village,40.73091,-73.98223,United States,US,True,moderate,Private room,2007.0,$118 ,$24 ,2.0,29.0
83737,83737,47249281,Sunny Room in a Brownstone Penthouse,35821130177,verified,Gary,Manhattan,Upper West Side,40.78729,-73.97033,United States,US,False,flexible,Private room,2012.0,$676 ,$135 ,30.0,0.0
83738,83738,47249833,Spacious Bedroom in Renovated Apartment- Astoria,50316691763,unconfirmed,Rayan,Queens,Astoria,40.75811,-73.90954,United States,US,False,moderate,Private room,2005.0,$433 ,$87 ,4.0,19.0
83739,83739,47250386,Full 2 Br a block from Central Park North,89155328787,unconfirmed,James,Manhattan,Harlem,40.79969,-73.95449,United States,US,True,flexible,Entire home/apt,2009.0,"$1,136 ",$227 ,3.0,44.0
83740,83740,47250938,Jewel On Parkside 3,647679209,verified,Liz And Cesar,Brooklyn,Prospect-Lefferts Gardens,40.65516,-73.96121,United States,US,True,moderate,Private room,2021.0,$506 ,$101 ,28.0,5.0
83741,83741,47251490,Cozy East Harlem Apartment,55715751878,unconfirmed,Shereen,Manhattan,East Harlem,40.79477,-73.93282,United States,US,False,moderate,Private room,2016.0,$638 ,$128 ,2.0,3.0
83742,83742,47252043,"East 74th street, Cozy UES 1bd Serviced Apartment",47135072198,unconfirmed,Ken,Manhattan,Upper East Side,40.77057,-73.95759,United States,US,True,strict,Entire home/apt,2014.0,$438 ,$88 ,30.0,1.0
83743,83743,47252595,"Charming, newly renovated Victorian townhouse apt",80538486370,verified,Ari And Irin,Queens,Ridgewood,40.7087,-73.90897,United States,US,True,strict,Entire home/apt,2005.0,$971 ,$194 ,4.0,2.0
83744,83744,47253147,Huge Bedroom with 1/2 Bathroom + Private Entrance,7372243433,unconfirmed,Sam,Brooklyn,Bushwick,40.69848,-73.93749,United States,US,True,strict,Private room,2019.0,$443 ,$89 ,1.0,72.0
83745,83745,47253700,Cozy room in the heart of Brooklyn,86600009021,unconfirmed,Kristina,Brooklyn,Kensington,40.64382,-73.97774,United States,US,True,flexible,Private room,2006.0,$609 ,$122 ,3.0,1.0
83746,83746,47254252,BRIGHT AND NEW! 3beds/2baths-Everything you need!,97202041639,verified,Carmela,Brooklyn,Bushwick,40.68824,-73.91628,United States,US,False,moderate,Entire home/apt,2013.0,$466 ,$93 ,2.0,92.0
83747,83747,47254804,Quiet apartment next to subway. 15 min to midtown,76246681192,unconfirmed,Alexis,Manhattan,Harlem,40.82154,-73.94554,United States,US,False,strict,Entire home/apt,2006.0,$695 ,$139 ,15.0,1.0
83748,83748,47255356,Garden Apartment on 129th Street,18650456012,verified,Chris,Manhattan,East Harlem,40.80893,-73.93982,United States,US,False,flexible,Private room,2012.0,$125 ,$25 ,3.0,17.0
83749,83749,47255909,3 Mins to Subway 30 minuets to WTC  Safe Area,1758218969,unconfirmed,Kathy,Manhattan,Lower East Side,40.71426,-73.98873,United States,US,False,flexible,Private room,2018.0,$158 ,$32 ,2.0,30.0
83750,83750,47256461,Huge beautiful bedroom with double exposure,38393117406,unconfirmed,Dragana,Manhattan,Harlem,40.8152,-73.95175,United States,US,False,strict,Private room,2012.0,$778 ,$156 ,15.0,0.0
83751,83751,47257013,SUPER COZY Apartment in Manhattan (1 Bedroom!),58469391127,unconfirmed,Margarette,Manhattan,Upper West Side,40.79221,-73.97331,United States,US,True,strict,Entire home/apt,2018.0,"$1,147 ",$229 ,4.0,7.0
83752,83752,47257566,Victorian styled long townhouse in NYC,32503846951,unconfirmed,Eliasz,Bronx,Parkchester,40.83439,-73.8585,United States,US,True,flexible,Private room,2018.0,$286 ,$57 ,2.0,9.0
83753,83753,47258118,1600 sq ft Luxury Duplex Townhouse-Carroll Gardens,72396962267,unconfirmed,Lauren,Brooklyn,Carroll Gardens,40.67584,-74.00057,United States,US,True,strict,Entire home/apt,2012.0,$488 ,$98 ,2.0,6.0
83754,83754,47258670,The Notorious B.N.B. { The Shasha },60420398991,verified,Jessica,Brooklyn,Clinton Hill,40.69075,-73.9677,United States,US,False,moderate,Private room,2008.0,$279 ,$56 ,1.0,52.0
83755,83755,47259223,NYC Large clean UES room 1 Block from the Subway!,63374487260,unconfirmed,Nathan,Manhattan,Upper East Side,40.77669,-73.94822,United States,US,False,moderate,Private room,2007.0,$85 ,$17 ,3.0,5.0
83756,83756,47259775,"1 bedroom apartment Williamsburg, NYC",17899832494,unconfirmed,Knut,Brooklyn,Williamsburg,40.72017,-73.9575,United States,US,False,flexible,Entire home/apt,2010.0,$626 ,$125 ,120.0,0.0
83757,83757,47260327,Huge private bedroom one block from the train!,22539390119,verified,G,Brooklyn,Bedford-Stuyvesant,40.69592,-73.93793,United States,US,False,strict,Private room,2005.0,"$1,146 ",$229 ,1.0,5.0
83758,83758,47260879,Red Hook Garden Apartment,21084512258,verified,Adam,Brooklyn,Red Hook,40.67844,-74.01058,United States,US,True,strict,Entire home/apt,2017.0,$667 ,$133 ,2.0,98.0
83759,83759,47261432,Spacious charming upper east side apartment,12166515937,unconfirmed,Ayhan,Manhattan,Upper East Side,40.77112,-73.96226,United States,US,False,strict,Entire home/apt,2018.0,$418 ,$84 ,7.0,70.0
83760,83760,47261984,Soulful minipenthouse perched over East Village,19836124241,verified,Thomas,Manhattan,East Village,40.7277,-73.97841,United States,US,True,strict,Private room,2008.0,$941 ,$188 ,2.0,112.0
83761,83761,47262536,Entire apartment in Turtle Bay,55420938787,unconfirmed,AJ And Freddy,Manhattan,Midtown,40.75643,-73.96847,United States,US,False,flexible,Entire home/apt,2003.0,$195 ,$39 ,2.0,7.0
83762,83762,47263089,Cozy Central Park Apartment,53060931952,verified,Samuel,Manhattan,Upper West Side,40.80015,-73.96159,United States,US,True,flexible,Private room,2011.0,$628 ,$126 ,2.0,0.0
83763,83763,47263641,"Private room in Clinton hill, Brooklyn NY",85090147847,verified,Sneha,Brooklyn,Clinton Hill,40.6926,-73.9639,United States,US,False,strict,Private room,2021.0,$676 ,$135 ,1.0,4.0
83764,83764,47264193,Yi He hotel,36372799680,verified,Bifan,Queens,Flushing,40.76047,-73.83193,United States,US,True,strict,Private room,2012.0,$183 ,$37 ,2.0,1.0
83765,83765,47264746,"温馨双人房,步行地铁两分钟,",43810040714,verified,Kelly,Queens,Douglaston,40.76962,-73.74795,United States,US,False,strict,Private room,2005.0,$579 ,$116 ,2.0,21.0
83766,83766,47265298,"Quiet, private bedroom close to beaches.",48256345618,unconfirmed,Renee,Brooklyn,Greenpoint,40.72402,-73.95285,United States,US,True,strict,Private room,2017.0,"$1,175 ",$235 ,10.0,0.0
83767,83767,47265850,"Clotilde's House. Studio apt in Manhattan, Harlem.",38164263007,unconfirmed,Franklin,Manhattan,Harlem,40.8235,-73.94619,United States,US,True,strict,Entire home/apt,2016.0,$434 ,$87 ,2.0,1.0
83768,83768,47266402,Respectful  guest for long term is required,34617961283,verified,Evyiatar,Queens,Bayswater,40.6004,-73.7667,United States,US,False,strict,Private room,2020.0,$114 ,$23 ,30.0,8.0
83769,83769,47266955,SWEET Lower East Side Apartment :),87225535054,verified,Mike,Manhattan,Lower East Side,40.71509,-73.98992,United States,US,True,moderate,Entire home/apt,2007.0,$878 ,$176 ,3.0,4.0
83770,83770,47267507,Large Private Room In Spacious Guest House,67673835839,verified,Dominique,Bronx,Parkchester,40.83555,-73.8757,United States,US,False,flexible,Private room,2009.0,$514 ,$103 ,3.0,38.0
83771,83771,47268059,Spacious room near Times Square,3714784756,unconfirmed,Stephanie,Manhattan,Hell's Kitchen,40.75684,-73.99465,United States,US,False,flexible,Private room,2017.0,$554 ,$111 ,1.0,133.0
83772,83772,47268612,Midtown East,10800404528,unconfirmed,Jerry,Manhattan,Midtown,40.7557,-73.96871,United States,US,False,moderate,Entire home/apt,2010.0,"$1,145 ",$229 ,3.0,35.0
83773,83773,47269164,"Sunny apartment, great amenties and transporation.",25083764641,unconfirmed,Victoria,Manhattan,Harlem,40.81138,-73.95442,United States,US,False,moderate,Entire home/apt,2006.0,$52 ,$10 ,3.0,22.0
83774,83774,47269716,Private Entrance Room in Brooklyn w/ Queen Bed,57810656462,verified,Ellen,Brooklyn,Bushwick,40.6897,-73.91512,United States,US,False,strict,Private room,2016.0,$729 ,$146 ,2.0,1.0
83775,83775,47270269,Beautiful 1 bedroom/ garden Manhattan West Village,18920590605,verified,Thomas,Manhattan,West Village,40.73309,-74.00482,United States,US,True,moderate,Entire home/apt,2010.0,"$1,075 ",$215 ,1.0,74.0
83776,83776,47270821,Casa de Fierce,90460063540,verified,Dasha,Manhattan,Upper East Side,40.77421,-73.95544,United States,US,True,strict,Entire home/apt,2016.0,$546 ,$109 ,1.0,1.0
83777,83777,47271373,Nice NYC Apartment 20 minutes' away from Manhattan,14491770611,unconfirmed,Yang,Queens,Sunnyside,40.74351,-73.92577,United States,US,True,flexible,Private room,2005.0,$510 ,$102 ,7.0,1.0
83778,83778,47271925,"Columbus Circle, Central Park, Time Warner O MY!",67966006044,verified,Kenny,Manhattan,Hell's Kitchen,40.76616,-73.98441,United States,US,False,moderate,Private room,2011.0,$165 ,$33 ,1.0,39.0
83779,83779,47272478,"Quiet and Cozy Private Room, 20 min from Downtown",33846687728,verified,Zakhar,Brooklyn,Borough Park,40.64103,-73.99228,United States,US,True,strict,Private room,2003.0,$988 ,$198 ,8.0,7.0
83780,83780,47273030,Sun-filled Boho Bedroom in the Heart of Astoria!,59443485705,unconfirmed,Emily,Queens,Astoria,40.76705,-73.9169,United States,US,True,moderate,Private room,2016.0,$590 ,$118 ,2.0,13.0
83781,83781,47273582,Beautiful Brooklyn Private Room,77188034070,verified,Anthony,Brooklyn,Flatbush,40.64356,-73.96318,United States,US,True,moderate,Private room,2021.0,$186 ,$37 ,3.0,19.0
83782,83782,47274135,"Manhattan, double size sofa bed no deposit",45361166383,unconfirmed,Diane,Manhattan,Harlem,40.80323,-73.94253,United States,US,False,moderate,Private room,2016.0,$802 ,$160 ,5.0,3.0
83783,83783,47274687,Sunny park view room in Harlem brownstone,71593577892,unconfirmed,Judie And Steven,Manhattan,Harlem,40.81821,-73.94746,United States,US,True,strict,Private room,2003.0,$980 ,$196 ,30.0,53.0
